"X","name","specie","esd","opt","type","group","source","kingdom","phylum","class","order","family","genus","tag"
252,"Lebbeus polaris","Lebbeus polaris",4592.14224936319,737.439567986421,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Decapoda","Thoridae","Lebbeus","Invertebrate - swimming predacious"
253,"Lepidorhombus whiffiagonis","Lepidorhombus whiffiagonis",94669.3956593584,22966.9466112342,"piscivorous","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Pleuronectiformes","Scophthalmidae","Lepidorhombus","Fish - piscivorous"
254,"Leptodora kindtii","Leptodora kindtii",2057.41581307297,349.743618236094,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Branchiopoda","Haplopoda","Leptodoridae","Leptodora","Invertebrate - swimming predacious"
255,"Leptonychotes weddellii","Leptonychotes weddellii",621823.492826381,62182.3492826381,"Fish","Mammals","Tucker 2014","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Leptonychotes","Mammals - Fish"
256,"Liljeborgia georgiana","Liljeborgia georgiana",10406.0153720115,13184.4153010177,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Amphipoda","Liljeborgiidae","Liljeborgia","Invertebrate - swimming predacious"
257,"Limacina helicina","Limacina helicina",2128.2883212486,424.667067731039,"swimming predacious","Invertebrate","Brose 2019","Animalia","Mollusca","Gastropoda","Pteropoda","Limacinidae","Limacina","Invertebrate - swimming predacious"
258,"Limacina helicina antarctica","Limacina helicina",564.126381952139,2203.24673341026,"swimming predacious","Invertebrate","Brose 2019","Animalia","Mollusca","Gastropoda","Pteropoda","Limacinidae","Limacina","Invertebrate - swimming predacious"
259,"Lingulodinium polyedra","Lingulodinium polyedra",36.6,12.1,"Dinoflagellates","Plankton","Garcia-Oliva 2022","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Lingulodinium","Plankton - Dinoflagellates"
260,"Lingulodinium polyedrum","Lingulodinium polyedrum",36.6,25.1,"Dinoflagellates","Plankton","Garcia-Oliva 2022","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Lingulodinium","Plankton - Dinoflagellates"
261,"Liriope tetraphylla","Liriope tetraphylla",4592.14224936319,689.84497523783,"swimming predacious","Invertebrate","Brose 2019","Animalia","Cnidaria","Hydrozoa","Limnomedusae","Geryoniidae","Liriope","Invertebrate - swimming predacious"
262,"Lissodelphis borealis","Lissodelphis borealis",912712.06736076,45743.9636138768,"Fish","Mammals","Tucker 2014","Animalia","Chordata","Mammalia","Cetartiodactyla","Delphinidae","Lissodelphis","Mammals - Fish"
263,"Lobodon carcinophaga","Lobodon carcinophaga",621823.492826381,31164.9996174102,"Zooplankton","Mammals","Tucker 2014","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Lobodon","Mammals - Zooplankton"
264,"Lohmaniella spiralis","Lohmaniella spiralis",66,9.7,"Ciliates","Plankton","Hansen 1994","Chromista","Ciliophora","Oligotrichea","Choreotrichida","Lohmanniellidae","Lohmanniella","Plankton - Ciliates"
265,"Lohmanniella oviformis","Lohmanniella oviformis",25,3.95979797464467,"Ciliates","Plankton","Fuchs 2010","Chromista","Ciliophora","Oligotrichea","Choreotrichida","Lohmanniellidae","Lohmanniella","Plankton - Ciliates"
266,"Loligo pealeii","Loligo pealeii",48617.6313711829,9138.9721509554,"predacious","Fish","Barnes 2008","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Loligo","Fish - predacious"
267,"Lontra canadensis","Lontra canadensis",782829.396769739,57588.2382296972,"Benthic Invertebrate","Mammals","Tucker 2014","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lontra","Mammals - Benthic Invertebrate"
268,"Lophius americanus","Lophius americanus",165629.627407806,50787.1754677351,"piscivorous","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Lophiiformes","Lophiidae","Lophius","Fish - piscivorous"
269,"Lophius budegassa","Lophius budegassa",75931.9017922341,29722.8760148323,"piscivorous","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Lophiiformes","Lophiidae","Lophius","Fish - piscivorous"
270,"Lophius piscatorius","Lophius piscatorius",113366.299699933,53991.7118420953,"piscivorous","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Lophiiformes","Lophiidae","Lophius","Fish - piscivorous"
271,"Luciella masanensis","Luciella masanensis",13.5,6.1,"Dinoflagellates","Plankton","Garcia-Oliva 2022","Chromista","Myzozoa","Dinophyceae","Thoracosphaerales","Pfiesteriaceae","Luciella","Plankton - Dinoflagellates"
272,"Lumbrinereis","Lumbrinereis sp.",17930.117302699,9888.60445408933,"swimming predacious","Invertebrate","Brose 2019","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae","Lumbrinereis","Invertebrate - swimming predacious"
273,"Lumpenella longirostris","Lumpenella longirostris",3047.40603102771,170.596179922546,"predacious","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Lumpenella","Fish - predacious"
274,"Lumpenus sagitta","Lumpenus sagitta",2757.11857734324,188.64903614176,"predacious","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Lumpenus","Fish - predacious"
275,"Lyrocteis flavopallidus","Lyrocteis flavopallidus",7132.66225010711,943.665370360165,"tentacled","Jellyfish","Brose 2019","Animalia","Ctenophora","Tentaculata","Platyctenida","Lyroctenidae","Lyrocteis","Jellyfish - tentacled"
276,"Martialia hyadesi","Martialia hyadesi",85737.6888612011,41528.3059207708,"swimming predacious","Invertebrate","Brose 2019","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Martialia","Invertebrate - swimming predacious"
277,"Mediomastus fragile","Mediomastus fragile",148,6.9,"Meroplankton","Invertebrate","Hansen 1994","Animalia","Annelida","Polychaeta",,"Capitellidae","Mediomastus","Invertebrate - Meroplankton"
278,"Megaptera novaeangliae","Megaptera novaeangliae",267300.923514395,9855.23820692924,"Zooplankton","Mammals","Tucker 2014","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Megaptera","Mammals - Zooplankton"
279,"Melphidippa antarctica","Melphidippa antarctica",9646.42544023908,15366.8549839116,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Amphipoda","Melphidippidae","Melphidippa","Invertebrate - swimming predacious"
280,"Mercenaria mercenaria","Mercenaria mercenaria",100,4.1,"Meroplankton","Invertebrate","Hansen 1994","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Mercenaria","Invertebrate - Meroplankton"
281,"Merlangius merlangus","Merlangius merlangus",81281.2023970053,28024.7118996212,"piscivorous","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Merlangius","Fish - piscivorous"
282,"Merluccius bilinearis","Merluccius bilinearis",67127.515280302,26730.0923514395,"piscivorous","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Gadiformes","Merlucciidae","Merluccius","Fish - piscivorous"
283,"Merluccius merluccius","Merluccius merluccius",72530.0197121779,39836.8695984448,"piscivorous","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Gadiformes","Merlucciidae","Merluccius","Fish - piscivorous"
284,"Merluccius productus","Merluccius productus",3548.06824344012,120.273974453747,"predacious","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Gadiformes","Merlucciidae","Merluccius","Fish - predacious"
285,"Mertensia ovum","Mertensia ovum",7019.14647547967,1148.60000116914,"tentacled","Jellyfish","Brose 2019","Animalia","Ctenophora","Tentaculata","Cydippida","Mertensiidae","Mertensia","Jellyfish - tentacled"
286,"Mesocyclops edax","Mesocyclops edax",267.300923514395,151.757730259811,"swimming predacious","Invertebrate","Brose 2019","NA","NA","NA","NA","NA","NA","Invertebrate - swimming predacious"
287,"Mesonychoteuthis hamiltoni","Mesonychoteuthis hamiltoni",594471.932086806,113718.38961718,"swimming predacious","Invertebrate","Brose 2019","Animalia","Mollusca","Cephalopoda","Oegopsida","Cranchiidae","Mesonychoteuthis","Invertebrate - swimming predacious"
288,"Mesoplodon carlhubbsi","Mesoplodon carlhubbsi",3923440.99769132,72499.2965278222,"Fish","Mammals","Tucker 2014","Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Mammals - Fish"
289,"Mesoplodon densirostris","Mesoplodon densirostris",1446551.14223718,67142.9562905789,"Fish","Mammals","Tucker 2014","Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Mammals - Fish"
290,"Mesoplodon layardii","Mesoplodon layardii",1240700.9817988,67142.9562905789,"Fish","Mammals","Tucker 2014","Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Mammals - Fish"
291,"Mesoplodon mirus","Mesoplodon mirus",1339678.10402195,31164.9996174102,"Fish","Mammals","Tucker 2014","Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Mammals - Fish"
292,"Metridia gerlachei","Metridia gerlachei",1637.73289129262,2190.0533228654,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Copepoda","Calanoida","Metridinidae","Metridia","Invertebrate - swimming predacious"
293,"Metridia princeps","Metridia princeps",1216.96814734343,424.667067731039,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Copepoda","Calanoida","Metridinidae","Metridia","Invertebrate - swimming predacious"
294,"Mirounga angustirostris","Mirounga angustirostris",1446551.14223718,67142.9562905789,"Fish","Mammals","Tucker 2014","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mammals - Fish"
295,"Mirounga leonina","Mirounga leonina",1339678.10402195,114903.641525165,"Fish","Mammals","Tucker 2014","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mammals - Fish"
296,"Mnemiopsis leidyi","Mnemiopsis leidyi",5802.0340228473,689.84497523783,"tentacled","Jellyfish","Brose 2019","Animalia","Ctenophora","Tentaculata","Lobata","Bolinopsidae","Mnemiopsis","Jellyfish - tentacled"
297,"Mnemiopsis leidyi","Mnemiopsis leidyi",55515.7635271281,3162.27766016838,"tentacled","Jellyfish","Fuchs 2010","Animalia","Ctenophora","Tentaculata","Lobata","Bolinopsidae","Mnemiopsis","Jellyfish - tentacled"
298,"Monoculodes longirostris","Monoculodes longirostris",1820.51150767554,1070.95054581372,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Monoculodes","Invertebrate - swimming predacious"
299,"Monodon monoceros","Monodon monoceros",1446551.14223718,62182.3492826381,"Fish","Mammals","Tucker 2014","Animalia","Chordata","Mammalia","Cetartiodactyla","Monodontidae","Monodon","Mammals - Fish"
300,"Moroteuthis ingens","Moroteuthis ingens",117527.663190338,30800.9611887559,"swimming predacious","Invertebrate","Brose 2019","Animalia","Mollusca","Cephalopoda","Oegopsida","Onychoteuthidae","Moroteuthis","Invertebrate - swimming predacious"
301,"Muggiaea atlantica","Muggiaea atlantica",500,632.455532033676,"tentacled","Jellyfish","Fuchs 2010","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Muggiaea","Jellyfish - tentacled"
302,"Mustelus canis","Mustelus canis",185029.178577263,14574.5380206544,"piscivorous","Fish","Barnes 2008","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus","Fish - piscivorous"
303,"Myctophum asperum","Myctophum asperum",2858.29530954857,232.733769869572,"predacious","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Myctophum","Fish - predacious"
304,"Myctophum punctatum","Myctophum punctatum",2505.54605348724,134.387702088586,"planktivorous","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Myctophum","Fish - planktivorous"
305,"Myicola major","Myicola major",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Copepoda","Cyclopoida","Myicolidae","Myicola","Invertebrate - swimming predacious"
306,"Myoxocephalus octodecimspinosus","Myoxocephalus octodecimspinosus",79338.774443381,8877.83550953051,"piscivorous","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Myoxocephalus","Fish - piscivorous"
307,"Mysidopsis bigelowi","Mysidopsis bigelowi",1574.23581771547,424.667067731039,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Mysidopsis","Invertebrate - swimming predacious"
308,"Mytilus edulis","Mytilus edulis",241,2.9,"Meroplankton","Invertebrate","Hansen 1994","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus","Invertebrate - Meroplankton"
309,"Mytilus edulis","Mytilus edulis",236,2.9,"Meroplankton","Invertebrate","Hansen 1994","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus","Invertebrate - Meroplankton"
310,"Mytilus edulis","Mytilus edulis",261.992366301005,3,"Meroplankton","Invertebrate","Fuchs 2010","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus","Invertebrate - Meroplankton"
311,"Mytilus edulis","Mytilus edulis",99,2.9,"Meroplankton","Invertebrate","Hansen 1994","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus","Invertebrate - Meroplankton"
312,"Nanomia bijuga","Nanomia bijuga",3000,1732.05080756888,"tentacled","Jellyfish","Fuchs 2010","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Agalmatidae","Nanomia","Jellyfish - tentacled"
313,"Nematocarcinus lanceopes","Nematocarcinus lanceopes",13184.4153010177,1536.68549839116,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Decapoda","Nematocarcinidae","Nematocarcinus","Invertebrate - swimming predacious"
314,"Nemopsis bachei","Nemopsis bachei",2275.12541639405,689.84497523783,"swimming predacious","Invertebrate","Brose 2019","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Bougainvilliidae","Nemopsis","Invertebrate - swimming predacious"
315,"Neomysis americana","Neomysis americana",2128.2883212486,424.667067731039,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Neomysis","Invertebrate - swimming predacious"
316,"Nereis virens","Nereis virens",8963.90997547056,4592.13379641342,"swimming predacious","Invertebrate","Brose 2019","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Nereis","Invertebrate - swimming predacious"
317,"Notocrangon antarcticus","Notocrangon antarcticus",8907.05978299811,12407.009817988,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Decapoda","Crangonidae","Notocrangon","Invertebrate - swimming predacious"
318,"Notolepis rissoi","Notolepis rissoi",1480.04408252976,74.6699710627743,"planktivorous","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Aulopiformes","Paralepididae","Notolepis","Fish - planktivorous"
319,"Notonecta glauca","Notonecta glauca",14009.2345076804,7287.56870061421,"swimming predacious","Invertebrate","Brose 2019","NA","NA","NA","NA","NA","NA","Invertebrate - swimming predacious"
320,"Nototheniops larseni","Nototheniops larseni",5160.23337921812,120.345445825005,"planktivorous","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Perciformes","Nototheniidae","Nototheniops","Fish - planktivorous"
321,"Oblea rotundata","Oblea rotundata",21.6,33,"Dinoflagellates","Plankton","Garcia-Oliva 2022","Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Oblea","Plankton - Dinoflagellates"
322,"Ochromonas danica","Ochromonas danica",6.1,1.4,"Flagellate","Plankton","Hansen 1994","NA","NA","NA","NA","NA","NA","Plankton - Flagellate"
323,"Ochromonas sp.a","Ochromonas sp.a",2.5,0.396862696659689,"Flagellate","Plankton","Fuchs 2010","Chromista","Ochrophyta","Chrysophyceae","Chromulinales","Chromulinaceae","Ochromonas","Plankton - Flagellate"
324,"Oediceroides calmani","Oediceroides calmani",11565.4392624423,10406.0153720115,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Oediceroides","Invertebrate - swimming predacious"
325,"Oediceroides emarginatus","Oediceroides emarginatus",23035.2952918789,10406.0153720115,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Oediceroides","Invertebrate - swimming predacious"
326,"Oithona colcarva","Oithona colcarva",2866.25253482416,424.667067731039,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Copepoda","Cyclopoida","Oithonidae","Oithona","Invertebrate - swimming predacious"
327,"Oithona nana","Oithona nana",890.705978299812,616.480222073676,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Copepoda","Cyclopoida","Oithonidae","Oithona","Invertebrate - swimming predacious"
328,"Ommatophoca rossii","Ommatophoca rossii",1339678.10402195,84527.9738971949,"Fish","Mammals","Tucker 2014","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Ommatophoca","Mammals - Fish"
329,"Oncorhynchus gorbuscha","Oncorhynchus gorbuscha",6769.62771761023,417.985994028805,"predacious","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Fish - predacious"
330,"Oncorhynchus keta","Oncorhynchus keta",15089.3129730105,536.050254304327,"predacious","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Fish - predacious"
331,"Oncorhynchus nerka","Oncorhynchus nerka",46803.6135897789,3743.57621272075,"predacious","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Fish - predacious"
332,"Ophiodon elongatus","Ophiodon elongatus",8524.73105019138,302.913039638456,"predacious","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Perciformes","Hexagrammidae","Ophiodon","Fish - predacious"
333,"Orcinus orca","Orcinus orca",724992.965278222,2673009.23514395,"Mammal","Mammals","Tucker 2014","Animalia","Chordata","Mammalia","Cetartiodactyla","Delphinidae","Orcinus","Mammals - Mammal"
334,"Orthocyclops modestus","Orthocyclops modestus",394.716925873423,74.3270014464835,"swimming predacious","Invertebrate","Brose 2019","NA","NA","NA","NA","NA","NA","Invertebrate - swimming predacious"
335,"Ostrea edulis","Ostrea edulis",208,3.6,"Meroplankton","Invertebrate","Hansen 1994","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Ostrea","Invertebrate - Meroplankton"
336,"Otaria flavescens","Otaria flavescens",4939319.57366866,72499.2965278222,"Fish","Mammals","Tucker 2014","Animalia","Chordata","Mammalia","Carnivora","Otariidae","Otaria","Mammals - Fish"
337,"Oxyrrhis marina","Oxyrrhis marina",15.6,9.1,"Dinoflagellates","Plankton","Garcia-Oliva 2022","Chromista","Myzozoa","Dinophyceae","Oxyrrhinales","Oxyrrhinaceae","Oxyrrhis","Plankton - Dinoflagellates"
338,"Oxyrrhis marina","Oxyrrhis marina",15.6,11.5,"Dinoflagellates","Plankton","Garcia-Oliva 2022","Chromista","Myzozoa","Dinophyceae","Oxyrrhinales","Oxyrrhinaceae","Oxyrrhis","Plankton - Dinoflagellates"
339,"Palaemon elegans","Palaemon elegans",10165.3270484286,6592.20765050887,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon","Invertebrate - swimming predacious"
340,"Palaemon longirostris","Palaemon longirostris",6635.86592713814,6488.02435859126,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon","Invertebrate - swimming predacious"
341,"Palaemon northropi","Palaemon northropi",7969.21879486843,7107.54703422535,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon","Invertebrate - swimming predacious"
342,"Palaemon serratus","Palaemon serratus",2673.00923514395,2673.00923514395,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon","Invertebrate - swimming predacious"
343,"Palaemonetes intermedius","Palaemonetes intermedius",5418.49868232184,633.146024622734,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemonetes","Invertebrate - swimming predacious"
344,"Palaemonetes pugio","Palaemonetes pugio",6099.28903331609,633.146024622734,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemonetes","Invertebrate - swimming predacious"
345,"Palaemonetes vulgaris","Palaemonetes vulgaris",6099.28903331609,633.146024622734,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemonetes","Invertebrate - swimming predacious"
346,"Pandalus montagui","Pandalus montagui",14822.3504545983,590.080105310309,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Decapoda","Pandalidae","Pandalus","Invertebrate - swimming predacious"
347,"Paracalanus crassirostris","Paracalanus crassirostris",713.812643742727,424.667067731039,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Copepoda","Calanoida","Paracalanidae","Paracalanus","Invertebrate - swimming predacious"
348,"Paracalanus indicus","Paracalanus indicus",713.812643742727,424.667067731039,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Copepoda","Calanoida","Paracalanidae","Paracalanus","Invertebrate - swimming predacious"
349,"Paraceradocus gibber","Paraceradocus gibber",23035.2952918789,11171.4122687261,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Amphipoda","Maeridae","Paraceradocus","Invertebrate - swimming predacious"
350,"Paracyclops fibriatus","Paracyclops fibriatus",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Brose 2019","NA","NA","NA","NA","NA","NA","Invertebrate - swimming predacious"
351,"Paraeuchaeta antarctica","Paraeuchaeta antarctica",2491.69835524625,2169.95995781476,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Copepoda","Calanoida","Euchaetidae","Paraeuchaeta","Invertebrate - swimming predacious"
352,"Paragymnodinium shiwhaense","Paragymnodinium shiwhaense",12.4,6.6,"Dinoflagellates","Plankton","Garcia-Oliva 2022","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Paragymnodinium","Plankton - Dinoflagellates"
353,"Paragymnodinium shiwhaense","Paragymnodinium shiwhaense",12.4,9.7,"Dinoflagellates","Plankton","Garcia-Oliva 2022","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Paragymnodinium","Plankton - Dinoflagellates"
354,"Paralaophonte brevirostris","Paralaophonte brevirostris",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Copepoda","Harpacticoida","Laophontidae","Paralaophonte","Invertebrate - swimming predacious"
355,"Paralichthys dentatus","Paralichthys dentatus",77934.562240447,17374.6654719471,"piscivorous","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Pleuronectiformes","Paralichthyidae","Paralichthys","Fish - piscivorous"
356,"Paralichthys oblongus","Paralichthys oblongus",78319.4227918993,8019.02770543186,"piscivorous","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Pleuronectiformes","Paralichthyidae","Paralichthys","Fish - piscivorous"
357,"Parapleustes bicuspis","Parapleustes bicuspis",2128.2883212486,1708.57836945053,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Amphipoda","Pleustidae","Parapleustes","Invertebrate - swimming predacious"
358,"Pareledone antarctica","Pareledone antarctica",38118.265020254,31263.7056718709,"swimming predacious","Invertebrate","Brose 2019","Animalia","Mollusca","Cephalopoda","Octopoda","Megaleledonidae","Pareledone","Invertebrate - swimming predacious"
359,"Pareledone charcoti","Pareledone charcoti",18471.6251125732,49628.039271952,"swimming predacious","Invertebrate","Brose 2019","Animalia","Mollusca","Cephalopoda","Octopoda","Megaleledonidae","Pareledone","Invertebrate - swimming predacious"
360,"Penilia avirostris","Penilia avirostris",678.574977434329,15.8113883008419,"sessile herbivorous","Invertebrate","Fuchs 2010","Animalia","Arthropoda","Branchiopoda","Ctenopoda","Sididae","Penilia","Invertebrate - sessile herbivorous"
361,"Periphylla periphylla","Periphylla periphylla",17276.4714689092,5611.09605663569,"tentacled","Jellyfish","Brose 2019","Animalia","Cnidaria","Scyphozoa","Coronatae","Periphyllidae","Periphylla","Jellyfish - tentacled"
362,"Pfiesteria piscicida","Pfiesteria piscicida",13.5,6.1,"Dinoflagellates","Plankton","Garcia-Oliva 2022","Chromista","Myzozoa","Dinophyceae","Thoracosphaerales","Pfiesteriaceae","Pfiesteria","Plankton - Dinoflagellates"
363,"Philine aperta","Philine aperta",280,6.5,"Meroplankton","Invertebrate","Hansen 1994","Animalia","Mollusca","Gastropoda","Cephalaspidea","Philinidae","Philine","Invertebrate - Meroplankton"
364,"Philine aperta","Philine aperta",392,5.62433996127546,"Meroplankton","Invertebrate","Fuchs 2010","Animalia","Mollusca","Gastropoda","Cephalaspidea","Philinidae","Philine","Invertebrate - Meroplankton"
365,"Philine aperta","Philine aperta",317,4.4,"Meroplankton","Invertebrate","Hansen 1994","Animalia","Mollusca","Gastropoda","Cephalaspidea","Philinidae","Philine","Invertebrate - Meroplankton"
366,"Philine aperta","Philine aperta",214,4.6,"Meroplankton","Invertebrate","Hansen 1994","Animalia","Mollusca","Gastropoda","Cephalaspidea","Philinidae","Philine","Invertebrate - Meroplankton"
367,"Philine aperta","Philine aperta",149,3.57130228348147,"Meroplankton","Invertebrate","Fuchs 2010","Animalia","Mollusca","Gastropoda","Cephalaspidea","Philinidae","Philine","Invertebrate - Meroplankton"
368,"Philine aperta","Philine aperta",441,4.5,"Meroplankton","Invertebrate","Hansen 1994","Animalia","Mollusca","Gastropoda","Cephalaspidea","Philinidae","Philine","Invertebrate - Meroplankton"
369,"Philine aperta","Philine aperta",255.90232511644,5.44514462617845,"Meroplankton","Invertebrate","Fuchs 2010","Animalia","Mollusca","Gastropoda","Cephalaspidea","Philinidae","Philine","Invertebrate - Meroplankton"
370,"Phoca vitulina","Phoca vitulina",782829.396769739,6218.23492826382,"Fish","Mammals","Tucker 2014","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Mammals - Fish"
371,"Phocarctos hookeri","Phocarctos hookeri",392344.099769132,133967.810402195,"Fish","Mammals","Tucker 2014","Animalia","Chordata","Mammalia","Carnivora","Otariidae","Phocarctos","Mammals - Fish"
372,"Phocoena phocoena","Phocoena phocoena",621823.492826381,53333.5459444652,"Fish","Mammals","Tucker 2014","Animalia","Chordata","Mammalia","Cetartiodactyla","Phocoenidae","Phocoena","Mammals - Fish"
373,"Physeter catodon","Physeter catodon",457439.636138768,114903.641525165,"Fish","Mammals","Tucker 2014","Animalia","Chordata","Mammalia","Cetartiodactyla","Physeteridae","Physeter","Mammals - Fish"
374,"Pleuragramma antarcticum","Pleuragramma antarcticum",8612.95094515873,121.380479810693,"predacious","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Perciformes","Nototheniidae","Pleuragramma","Fish - predacious"
375,"Pleurobrachia bachei","Pleurobrachia bachei",8000,812.403840463596,"tentacled","Jellyfish","Fuchs 2010","Animalia","Ctenophora","Tentaculata","Cydippida","Pleurobrachiidae","Pleurobrachia","Jellyfish - tentacled"
376,"Pleustes panoplus","Pleustes panoplus",2826.79501725216,2128.2883212486,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Amphipoda","Pleustidae","Pleustes","Invertebrate - swimming predacious"
